Subnum,trial,RT,choice,outcome,missed
9,52,0.696,2.0,100,0
9,53,1.65,4.0,-100,0
9,54,0.477,3.0,-200,0
9,55,0.226,1.0,200,0
9,56,0.482,2.0,100,0
9,57,0.866,2.0,100,0
9,58,0.318,1.0,200,0
9,59,0.462,3.0,-200,0
9,60,0.287,1.0,200,0
9,61,0.476,2.0,100,0
9,62,0.539,1.0,-1050,0
9,63,0.296,3.0,-200,0
9,64,0.264,4.0,-100,0
9,65,0.465,2.0,-650,0
9,66,0.37,1.0,200,0
9,67,1.57,3.0,-200,0
9,68,0.312,1.0,200,0
9,69,0.297,2.0,100,0
9,70,0.312,1.0,200,0
9,71,0.577,3.0,1050,0
9,72,1.9,2.0,100,0
9,73,0.258,1.0,200,0
9,74,0.697,2.0,100,0
9,75,0.54,1.0,-1050,0
9,76,0.376,3.0,-200,0
9,77,0.331,4.0,-100,0
9,78,0.379,2.0,100,0
9,79,0.301,1.0,200,0
9,80,1.81,1.0,200,0
9,81,0.358,2.0,-650,0
9,82,0.406,3.0,-200,0
9,83,0.307,1.0,200,0
9,84,0.329,1.0,200,0
9,85,0.59,4.0,-100,0
9,86,0.369,1.0,-1050,0
9,87,0.344,3.0,-200,0
9,88,0.302,2.0,100,0
9,89,0.505,2.0,100,0
9,90,0.348,1.0,200,0
9,91,1.57,3.0,-200,0
9,92,0.332,2.0,100,0
9,93,1.01,1.0,200,0
9,94,1.05,2.0,100,0
9,95,0.588,1.0,200,0
9,96,0.61,1.0,200,0
9,97,0.326,3.0,1050,0
9,98,1.66,2.0,-650,0
9,99,0.277,1.0,-1050,0
9,100,0.423,3.0,-200,0
10,1,0.897,1.0,200,0
10,2,0.932,2.0,100,0
10,3,0.451,1.0,200,0
10,4,0.68,1.0,200,0
10,5,1.12,1.0,200,0
10,6,1.09,1.0,-1050,0
10,7,0.511,2.0,100,0
10,8,0.504,3.0,-200,0
10,9,0.393,2.0,100,0
10,10,0.8,2.0,100,0
10,11,0.338,4.0,-100,0
10,12,0.44,2.0,-650,0
10,13,0.349,1.0,200,0
10,14,0.485,1.0,200,0
10,15,0.897,3.0,-200,0
10,16,0.489,1.0,200,0
10,17,0.495,2.0,100,0
10,18,0.856,2.0,100,0
10,19,0.479,1.0,200,0
10,20,0.353,2.0,100,0
10,21,0.371,2.0,100,0
10,22,0.372,1.0,-1050,0
10,23,0.37,2.0,-650,0
10,24,0.549,3.0,-200,0
10,25,1.94,3.0,-200,0
10,26,1.09,3.0,1050,0
10,27,0.597,1.0,200,0
10,28,0.55,1.0,200,0
10,29,0.472,2.0,100,0
10,30,0.753,2.0,100,0
10,31,0.496,2.0,100,0
10,32,0.299,1.0,200,0
10,33,0.354,2.0,100,0
10,34,0.376,2.0,-650,0
10,35,2.0,,0,1
10,36,1.11,3.0,-200,0
10,37,0.281,3.0,-200,0
10,38,0.328,3.0,-200,0
10,39,0.319,3.0,-200,0
10,40,0.362,3.0,1050,0
10,41,0.516,2.0,100,0
10,42,0.574,2.0,100,0
10,43,0.801,1.0,200,0
10,44,0.631,1.0,-1050,0
10,45,0.734,2.0,100,0
10,46,0.786,2.0,100,0
10,47,0.301,1.0,200,0
10,48,0.476,1.0,200,0
10,49,0.746,1.0,200,0
10,50,0.48,2.0,-650,0
10,51,1.42,1.0,200,0
10,52,0.492,1.0,200,0
10,53,0.76,1.0,200,0
10,54,0.458,1.0,200,0
10,55,0.426,1.0,-1050,0
10,56,0.592,3.0,-200,0
10,57,0.433,3.0,-200,0
10,58,0.388,3.0,-200,0
10,59,0.447,3.0,-200,0
10,60,0.362,3.0,1050,0
10,61,0.502,2.0,100,0
10,62,0.605,2.0,100,0
10,63,0.448,2.0,100,0
10,64,0.485,2.0,100,0
10,65,0.712,2.0,-650,0
10,66,0.344,1.0,200,0
10,67,0.491,1.0,200,0
10,68,0.469,1.0,200,0
10,69,0.441,1.0,200,0
10,70,0.827,2.0,100,0
10,71,0.413,2.0,100,0
10,72,0.45,2.0,100,0
10,73,0.411,2.0,100,0
10,74,0.501,3.0,-200,0
10,75,0.477,3.0,-200,0
10,76,0.0897,3.0,-200,0
10,77,1.34,3.0,-200,0
10,78,0.437,3.0,1050,0
10,79,0.689,1.0,-1050,0
10,80,0.544,1.0,200,0
10,81,0.378,1.0,200,0
10,82,0.373,1.0,200,0
10,83,0.425,1.0,200,0
10,84,0.394,2.0,-650,0
10,85,0.781,2.0,100,0
10,86,0.494,2.0,100,0
10,87,0.543,2.0,100,0
10,88,0.332,2.0,100,0
10,89,0.695,4.0,-100,0
10,90,0.362,4.0,-100,0
10,91,0.448,4.0,-100,0
10,92,0.458,4.0,-100,0
10,93,0.485,4.0,650,0
10,94,0.481,1.0,-1050,0
10,95,0.309,1.0,200,0
10,96,0.369,1.0,200,0
10,97,0.637,1.0,200,0
10,98,0.508,1.0,200,0
10,99,0.64,3.0,-200,0
10,100,0.348,3.0,-200,0
11,1,0.769,1.0,200,0
11,2,0.319,1.0,200,0
11,3,0.278,1.0,200,0
11,4,1.06,2.0,100,0
11,5,0.808,2.0,100,0
11,6,0.314,3.0,-200,0
11,7,0.548,4.0,-100,0
11,8,0.465,1.0,200,0
11,9,0.427,1.0,-1050,0
11,10,0.372,2.0,100,0
11,11,0.407,2.0,100,0
11,12,0.368,1.0,200,0
11,13,0.811,1.0,200,0
11,14,0.457,1.0,200,0
11,15,0.323,1.0,200,0
11,16,0.404,1.0,-1050,0
11,17,0.495,1.0,200,0
11,18,1.32,1.0,200,0
11,19,0.507,1.0,200,0
11,20,0.41,2.0,-650,0
11,21,2.0,,0,1
11,22,0.454,1.0,200,0
11,23,0.357,1.0,-1050,0
11,24,0.415,2.0,100,0
11,25,0.843,2.0,100,0
11,26,0.464,1.0,200,0
11,27,0.423,1.0,200,0
11,28,0.277,2.0,100,0
11,29,0.317,1.0,200,0
11,30,0.515,1.0,200,0
11,31,0.275,1.0,-1050,0
11,32,0.434,1.0,200,0
11,33,0.282,1.0,200,0
11,34,0.302,2.0,100,0
11,35,0.835,2.0,-650,0
11,36,0.405,1.0,200,0
11,37,2.0,,0,1
11,38,0.315,1.0,200,0
11,39,0.368,2.0,100,0
11,40,0.293,1.0,-1050,0
11,41,0.769,1.0,200,0
11,42,0.376,1.0,200,0
11,43,0.495,2.0,100,0
11,44,0.617,3.0,-200,0
11,45,0.581,1.0,200,0
11,46,0.325,2.0,100,0
11,47,0.626,2.0,100,0
11,48,0.386,1.0,200,0
11,49,0.6,2.0,-650,0
11,50,2.0,,0,1
11,51,1.28,1.0,200,0
11,52,0.417,1.0,200,0
11,53,0.43,2.0,100,0
11,54,0.57,1.0,200,0
11,55,0.276,2.0,100,0
11,56,0.335,1.0,200,0
11,57,0.313,2.0,100,0
11,58,0.336,1.0,-1050,0
11,59,0.998,3.0,-200,0
11,60,0.389,4.0,-100,0
11,61,0.403,1.0,200,0
11,62,0.249,1.0,200,0
11,63,0.298,1.0,200,0
11,64,0.302,2.0,100,0
11,65,1.89,1.0,200,0
11,66,0.395,1.0,-1050,0
11,67,1.35,3.0,-200,0
11,68,0.288,1.0,200,0
11,69,0.289,1.0,200,0
11,70,0.444,2.0,-650,0
11,71,0.582,1.0,200,0
11,72,0.278,1.0,200,0
11,73,1.05,1.0,-1050,0
11,74,0.917,2.0,100,0
11,75,0.389,2.0,100,0
11,76,0.715,1.0,200,0
11,77,0.248,2.0,100,0
11,78,0.297,1.0,200,0
11,79,0.24,2.0,100,0
11,80,0.468,1.0,200,0
11,81,0.33,2.0,-650,0
11,82,2.0,,0,1
11,83,0.313,1.0,200,0
11,84,0.502,2.0,100,0
11,85,0.343,1.0,-1050,0
11,86,0.368,2.0,100,0
11,87,1.61,1.0,200,0
11,88,0.246,2.0,100,0
11,89,0.285,1.0,200,0
11,90,0.354,1.0,200,0
11,91,2.0,,0,1
11,92,0.279,2.0,100,0
11,93,0.416,2.0,-650,0
11,94,1.22,1.0,200,0
11,95,0.246,1.0,-1050,0
11,96,0.323,3.0,-200,0
11,97,1.23,1.0,200,0
11,98,0.494,2.0,100,0
11,99,0.26,1.0,200,0
11,100,0.278,2.0,100,0
12,1,1.33,1.0,200,0
12,2,0.568,2.0,100,0
12,3,0.795,1.0,200,0
12,4,1.75,1.0,200,0
12,5,0.733,1.0,200,0
12,6,0.492,1.0,-1050,0
12,7,1.21,3.0,-200,0
12,8,0.899,4.0,-100,0
12,9,0.997,1.0,200,0
12,10,0.39,2.0,100,0
12,11,0.971,2.0,100,0
12,12,0.379,2.0,100,0
12,13,0.37,2.0,-650,0
12,14,0.695,1.0,200,0
12,15,0.464,1.0,200,0
12,16,0.588,1.0,200,0
12,17,1.22,2.0,100,0
12,18,0.51,2.0,100,0
12,19,0.508,2.0,100,0
12,20,2.0,,0,1
12,21,0.654,2.0,100,0
12,22,0.336,1.0,-1050,0
12,23,0.424,1.0,200,0
12,24,0.336,1.0,200,0
12,25,0.31,1.0,200,0
12,26,0.45,1.0,200,0
12,27,0.417,4.0,-100,0
12,28,0.836,4.0,-100,0
12,29,0.498,4.0,-100,0
12,30,0.636,4.0,650,0
12,31,0.59,3.0,-200,0
12,32,0.483,3.0,-200,0
12,33,0.759,3.0,-200,0
12,34,0.401,3.0,1050,0
12,35,2.0,,0,1
12,36,1.85,4.0,-100,0
12,37,0.438,4.0,-100,0
12,38,0.531,4.0,-100,0
12,39,0.351,4.0,-100,0
12,40,0.297,4.0,650,0
12,41,1.17,4.0,-100,0
12,42,0.49,4.0,-100,0
12,43,0.664,4.0,-100,0
12,44,0.381,4.0,-100,0
12,45,0.29,4.0,650,0
12,46,1.82,3.0,-200,0
12,47,0.439,3.0,-200,0
12,48,0.446,3.0,-200,0
12,49,0.411,3.0,-200,0
12,50,0.297,3.0,1050,0
12,51,1.77,1.0,200,0
12,52,0.43,1.0,200,0
12,53,0.499,1.0,200,0
12,54,0.286,1.0,200,0
12,55,0.346,2.0,100,0
12,56,0.403,2.0,100,0
12,57,0.396,2.0,100,0
12,58,0.441,2.0,100,0
12,59,0.331,4.0,-100,0
12,60,0.301,4.0,-100,0
12,61,0.569,4.0,-100,0
12,62,0.535,4.0,-100,0
12,63,0.324,4.0,650,0
12,64,0.483,4.0,-100,0
12,65,0.38,4.0,-100,0
12,66,0.433,4.0,-100,0
12,67,0.301,4.0,-100,0
12,68,0.482,4.0,650,0
12,69,0.515,3.0,-200,0
12,70,0.561,3.0,-200,0
12,71,0.614,3.0,-200,0
12,72,0.388,3.0,-200,0
12,73,0.397,3.0,1050,0
12,74,0.442,3.0,-200,0
12,75,0.232,3.0,-200,0
12,76,0.241,3.0,-200,0
12,77,0.277,3.0,-200,0
12,78,0.358,3.0,1050,0
12,79,0.581,3.0,-200,0
12,80,0.38,3.0,-200,0
12,81,0.413,3.0,-200,0
12,82,0.293,3.0,-200,0
12,83,0.259,3.0,1050,0
12,84,0.57,4.0,-100,0
12,85,0.438,4.0,-100,0
12,86,0.302,4.0,-100,0
12,87,0.449,4.0,-100,0
12,88,0.412,4.0,650,0
12,89,0.51,4.0,-100,0
12,90,0.415,4.0,-100,0
12,91,0.387,4.0,-100,0
12,92,0.529,4.0,-100,0
12,93,0.424,4.0,650,0
12,94,0.381,4.0,-100,0
12,95,0.49,4.0,-100,0
12,96,0.261,4.0,-100,0
12,97,1.08,4.0,-100,0
12,98,0.282,4.0,650,0
12,99,0.599,4.0,-100,0
12,100,0.481,4.0,-100,0
13,1,1.07,1.0,200,0
13,2,0.555,3.0,-200,0
13,3,0.542,1.0,200,0
13,4,0.628,1.0,200,0
13,5,0.214,1.0,200,0
13,6,0.586,1.0,-1050,0
13,7,0.384,2.0,100,0
13,8,0.627,2.0,100,0
13,9,0.431,4.0,-100,0
13,10,0.367,2.0,100,0
13,11,0.456,2.0,100,0
13,12,0.287,1.0,200,0
13,13,0.27,1.0,200,0
13,14,0.748,2.0,-650,0
13,15,0.316,1.0,200,0
13,16,0.293,1.0,200,0
13,17,0.576,1.0,-1050,0
13,18,0.353,4.0,-100,0
13,19,0.818,2.0,100,0
13,20,0.211,2.0,100,0
13,21,0.246,2.0,100,0
13,22,0.641,2.0,100,0
13,23,0.29,1.0,200,0
13,24,0.257,1.0,200,0
13,25,0.276,1.0,200,0
13,26,0.243,1.0,200,0
13,27,0.336,2.0,-650,0
13,28,0.416,2.0,100,0
13,29,0.222,2.0,100,0
13,30,0.251,2.0,100,0
13,31,2.0,,0,1
13,32,0.301,2.0,100,0
13,33,0.224,4.0,-100,0
13,34,0.173,1.0,-1050,0
13,35,0.591,1.0,200,0
13,36,0.206,1.0,200,0
13,37,0.193,1.0,200,0
13,38,0.32,1.0,200,0
13,39,0.313,2.0,-650,0
13,40,2.0,,0,1
13,41,0.283,2.0,100,0
13,42,0.297,2.0,100,0
13,43,0.235,2.0,100,0
13,44,0.467,2.0,100,0
13,45,1.07,3.0,-200,0
13,46,0.484,4.0,-100,0
13,47,0.299,1.0,-1050,0
13,48,0.341,1.0,200,0
13,49,0.269,1.0,200,0
13,50,0.217,1.0,200,0
13,51,0.414,1.0,200,0
13,52,0.265,1.0,200,0
13,53,0.216,1.0,200,0
13,54,0.169,1.0,200,0
13,55,0.209,2.0,100,0
13,56,0.444,2.0,100,0
13,57,0.251,2.0,100,0
13,58,0.204,2.0,100,0
13,59,0.31,4.0,-100,0
13,60,0.273,4.0,-100,0
13,61,0.279,4.0,-100,0
13,62,0.241,4.0,-100,0
13,63,1.6,4.0,650,0
13,64,1.36,3.0,-200,0
13,65,0.553,3.0,-200,0
13,66,0.299,3.0,-200,0
13,67,0.263,3.0,-200,0
13,68,0.292,3.0,1050,0
13,69,0.728,4.0,-100,0
13,70,0.285,4.0,-100,0
13,71,0.782,4.0,-100,0
13,72,0.238,4.0,-100,0
13,73,0.262,4.0,650,0
13,74,1.33,3.0,-200,0
13,75,1.46,3.0,-200,0
13,76,0.595,3.0,-200,0
13,77,0.259,3.0,-200,0
13,78,0.294,3.0,1050,0
13,79,0.659,4.0,-100,0
13,80,0.335,4.0,-100,0
13,81,0.345,4.0,-100,0
13,82,0.408,4.0,-100,0
13,83,0.201,4.0,650,0
13,84,0.353,3.0,-200,0
13,85,0.375,3.0,-200,0
13,86,0.444,3.0,-200,0
13,87,0.241,3.0,-200,0
13,88,0.401,3.0,1050,0
13,89,0.811,4.0,-100,0
13,90,0.255,4.0,-100,0
13,91,0.764,4.0,-100,0
13,92,0.457,4.0,-100,0
13,93,0.292,4.0,650,0
13,94,1.21,3.0,-200,0
13,95,0.753,3.0,-200,0
13,96,0.382,3.0,-200,0
13,97,0.286,3.0,-200,0
13,98,0.311,3.0,1050,0
13,99,0.28,3.0,-200,0
13,100,0.227,3.0,-200,0
14,1,0.87,1.0,200,0
14,2,1.02,1.0,200,0
14,3,0.586,1.0,200,0
14,4,0.405,1.0,200,0
14,5,0.426,1.0,-1050,0
14,6,0.501,2.0,100,0
14,7,0.435,3.0,-200,0
14,8,0.559,3.0,-200,0
14,9,0.415,4.0,-100,0
14,10,0.386,1.0,200,0
14,11,0.277,1.0,200,0
14,12,0.228,1.0,200,0
14,13,0.465,1.0,200,0
14,14,0.386,2.0,100,0
14,15,0.315,2.0,100,0
14,16,0.306,2.0,100,0
14,17,0.264,1.0,-1050,0
14,18,1.2,1.0,200,0
14,19,0.51,1.0,200,0
14,20,1.23,1.0,200,0
14,21,0.662,1.0,200,0
14,22,0.414,1.0,-1050,0
14,23,0.585,1.0,200,0
14,24,0.55,1.0,200,0
14,25,0.482,1.0,200,0
14,26,0.649,1.0,200,0
14,27,0.925,2.0,-650,0
14,28,0.342,2.0,100,0
14,29,0.336,2.0,100,0
14,30,0.456,2.0,100,0
14,31,0.343,2.0,100,0
14,32,0.319,2.0,-650,0
14,33,0.316,2.0,100,0
14,34,0.528,2.0,100,0
14,35,0.554,2.0,100,0
14,36,0.481,2.0,100,0
14,37,0.472,3.0,-200,0
14,38,0.537,3.0,-200,0
14,39,0.409,3.0,1050,0
14,40,1.17,4.0,-100,0
14,41,0.49,4.0,-100,0
14,42,0.46,4.0,-100,0
14,43,0.486,4.0,650,0
14,44,2.0,,0,1
14,45,1.82,1.0,-1050,0
14,46,0.608,1.0,200,0
14,47,0.298,1.0,200,0
14,48,0.316,1.0,200,0
14,49,0.681,1.0,200,0
14,50,1.82,2.0,-650,0
14,51,0.598,1.0,200,0
14,52,0.58,1.0,200,0
14,53,0.435,1.0,200,0
14,54,0.423,1.0,200,0
14,55,0.423,2.0,100,0
14,56,0.385,2.0,100,0
14,57,0.561,2.0,100,0
14,58,0.463,2.0,100,0
14,59,2.0,,0,1
14,60,0.6,3.0,-200,0
14,61,0.322,3.0,-200,0
14,62,0.405,3.0,-200,0
14,63,0.317,3.0,-200,0
14,64,0.881,3.0,1050,0
14,65,0.421,3.0,-200,0
14,66,0.338,3.0,-200,0
14,67,0.206,3.0,-200,0
14,68,0.439,3.0,-200,0
14,69,0.761,3.0,1050,0
14,70,0.734,3.0,-200,0
14,71,0.366,3.0,-200,0
14,72,0.353,3.0,-200,0
14,73,0.57,3.0,-200,0
14,74,0.313,3.0,1050,0
14,75,0.338,4.0,-100,0
14,76,0.526,4.0,-100,0
14,77,0.151,4.0,-100,0
14,78,0.376,4.0,-100,0
14,79,0.478,4.0,650,0
14,80,2.0,,0,1
14,81,0.336,1.0,-1050,0
14,82,0.087,1.0,200,0
14,83,0.342,1.0,200,0
14,84,0.38,1.0,200,0
14,85,0.772,1.0,200,0
14,86,0.537,1.0,-1050,0
14,87,0.295,1.0,200,0
14,88,0.406,1.0,200,0
14,89,0.513,1.0,200,0
14,90,0.408,1.0,200,0
14,91,0.417,3.0,-200,0
14,92,0.33,3.0,-200,0
14,93,0.448,3.0,-200,0
14,94,1.3,3.0,-200,0
14,95,0.453,3.0,1050,0
14,96,0.426,3.0,-200,0
14,97,0.388,3.0,-200,0
14,98,0.398,3.0,-200,0
14,99,0.445,3.0,-200,0
14,100,0.378,3.0,1050,0
15,1,0.707,1.0,200,0
15,2,0.318,2.0,100,0
15,3,0.284,1.0,200,0
15,4,0.957,1.0,200,0
15,5,0.705,1.0,200,0
15,6,0.363,1.0,-1050,0
15,7,0.586,1.0,200,0
15,8,0.401,1.0,200,0
15,9,0.36,1.0,200,0
15,10,0.582,3.0,-200,0
15,11,0.346,2.0,100,0
15,12,0.275,1.0,200,0
15,13,0.451,2.0,100,0
15,14,1.06,2.0,100,0
15,15,0.384,1.0,-1050,0
15,16,0.267,1.0,200,0
15,17,0.275,1.0,200,0
15,18,0.459,1.0,200,0
15,19,0.259,2.0,-650,0
15,20,0.73,3.0,-200,0
15,21,0.272,1.0,200,0
15,22,0.25,1.0,-1050,0
15,23,0.231,1.0,200,0
15,24,0.337,1.0,200,0
15,25,0.459,1.0,200,0
15,26,0.479,1.0,200,0
15,27,0.332,4.0,-100,0
15,28,0.272,2.0,100,0
15,29,0.296,1.0,-1050,0
15,30,0.642,1.0,200,0
15,31,0.229,1.0,200,0
15,32,0.411,1.0,200,0
15,33,0.243,1.0,200,0
15,34,0.348,1.0,-1050,0
15,35,0.286,1.0,200,0
15,36,0.244,1.0,200,0
15,37,0.289,1.0,200,0
15,38,0.276,1.0,200,0
15,39,0.42,4.0,-100,0
15,40,0.25,1.0,-1050,0
15,41,0.333,1.0,200,0
15,42,0.263,1.0,200,0
15,43,0.303,1.0,200,0
15,44,0.416,1.0,200,0
15,45,2.0,,0,1
15,46,0.668,3.0,-200,0
15,47,0.254,2.0,100,0
15,48,0.318,1.0,-1050,0
15,49,0.322,1.0,200,0
15,50,0.335,1.0,200,0
15,51,0.443,1.0,200,0
15,52,0.503,1.0,200,0
15,53,0.31,1.0,200,0
15,54,0.278,1.0,200,0
15,55,0.873,2.0,100,0
15,56,0.289,2.0,100,0
15,57,0.816,1.0,-1050,0
15,58,0.664,1.0,200,0
15,59,0.288,1.0,200,0
15,60,0.443,1.0,200,0
15,61,0.406,2.0,100,0
15,62,0.333,1.0,200,0
15,63,0.676,2.0,100,0
15,64,0.364,2.0,-650,0
15,65,0.25,1.0,-1050,0
15,66,0.429,1.0,200,0
15,67,0.324,1.0,200,0
15,68,0.764,1.0,200,0
15,69,0.256,1.0,200,0
15,70,0.319,2.0,100,0
15,71,0.309,2.0,100,0
15,72,0.508,2.0,100,0
15,73,0.782,1.0,-1050,0
15,74,0.347,2.0,100,0
15,75,0.375,2.0,-650,0
15,76,0.324,1.0,200,0
15,77,0.278,1.0,200,0
15,78,0.409,1.0,200,0
15,79,1.48,2.0,100,0
15,80,0.309,1.0,200,0
15,81,0.262,2.0,100,0
15,82,0.37,1.0,-1050,0
15,83,0.628,2.0,100,0
15,84,0.274,2.0,100,0
15,85,0.642,1.0,200,0
15,86,0.965,1.0,200,0
15,87,0.294,2.0,-650,0
15,88,0.441,2.0,100,0
15,89,0.0645,2.0,100,0
15,90,0.298,1.0,200,0
15,91,0.528,2.0,100,0
15,92,0.601,1.0,200,0
15,93,0.732,1.0,-1050,0
15,94,0.462,1.0,200,0
15,95,1.58,1.0,200,0
15,96,0.286,2.0,100,0
15,97,0.321,1.0,200,0
15,98,0.286,2.0,-650,0
15,99,0.761,2.0,100,0
15,100,0.88,1.0,200,0
16,1,2.0,,0,1
16,2,0.99,1.0,200,0
16,3,0.364,4.0,-100,0
16,4,0.223,2.0,100,0
16,5,0.218,1.0,200,0
16,6,0.266,1.0,200,0
16,7,0.183,1.0,200,0
16,8,0.305,1.0,-1050,0
16,9,0.383,2.0,100,0
16,10,0.387,1.0,200,0
16,11,0.277,2.0,100,0
16,12,0.475,1.0,200,0
16,13,0.238,2.0,100,0
16,14,0.199,1.0,200,0
16,15,0.362,1.0,200,0
16,16,0.223,2.0,-650,0
16,17,0.223,1.0,-1050,0
16,18,2.0,,0,1
16,19,0.959,3.0,-200,0
16,20,0.177,1.0,200,0
16,21,0.287,2.0,100,0
16,22,0.368,1.0,200,0
16,23,0.269,2.0,100,0
16,24,0.23,1.0,200,0
16,25,0.872,1.0,200,0
16,26,0.392,2.0,100,0
16,27,0.281,1.0,-1050,0
16,28,0.305,2.0,100,0
16,29,0.282,1.0,200,0
16,30,0.301,1.0,200,0
16,31,0.231,2.0,-650,0
16,32,0.355,3.0,-200,0
16,33,0.226,1.0,200,0
16,34,0.259,1.0,200,0
16,35,0.188,2.0,100,0
16,36,0.218,1.0,-1050,0
16,37,1.54,2.0,100,0
16,38,0.225,1.0,200,0
16,39,1.41,2.0,100,0
16,40,0.235,1.0,200,0
16,41,0.808,3.0,-200,0
16,42,0.476,1.0,200,0
16,43,0.196,1.0,200,0
16,44,0.163,2.0,100,0
16,45,0.789,1.0,-1050,0
16,46,0.22,1.0,200,0
16,47,0.397,1.0,200,0
16,48,0.817,1.0,200,0
16,49,0.348,3.0,-200,0
16,50,0.257,1.0,200,0
16,51,0.879,1.0,200,0
16,52,0.325,4.0,-100,0
16,53,0.219,1.0,200,0
16,54,0.265,1.0,200,0
16,55,0.218,1.0,200,0
16,56,0.334,4.0,-100,0
16,57,0.212,1.0,-1050,0
16,58,1.52,1.0,200,0
16,59,0.467,1.0,200,0
16,60,0.544,1.0,200,0
16,61,0.795,2.0,100,0
16,62,0.439,4.0,-100,0
16,63,0.609,1.0,200,0
16,64,0.228,1.0,-1050,0
16,65,0.263,1.0,200,0
16,66,0.247,2.0,100,0
16,67,0.263,1.0,200,0
16,68,0.281,1.0,200,0
16,69,0.259,2.0,100,0
16,70,0.483,4.0,-100,0
16,71,0.234,2.0,100,0
16,72,0.218,1.0,200,0
16,73,0.406,1.0,-1050,0
16,74,0.234,1.0,200,0
16,75,0.259,1.0,200,0
16,76,0.261,1.0,200,0
16,77,0.377,2.0,-650,0
16,78,0.214,1.0,200,0
16,79,0.61,1.0,-1050,0
16,80,1.19,1.0,200,0
16,81,0.261,1.0,200,0
16,82,0.282,1.0,200,0
16,83,0.529,4.0,650,0
16,84,0.275,1.0,200,0
16,85,0.19,4.0,-100,0
16,86,0.505,2.0,100,0
16,87,0.51,2.0,100,0
16,88,0.227,4.0,-100,0
16,89,0.268,4.0,-100,0
16,90,0.264,4.0,-100,0
16,91,0.312,1.0,-1050,0
16,92,0.19,1.0,200,0
16,93,0.264,1.0,200,0
16,94,0.276,1.0,200,0
16,95,0.26,4.0,650,0
16,96,0.23,1.0,200,0
16,97,0.93,2.0,100,0
16,98,0.714,2.0,100,0
16,99,0.247,4.0,-100,0
16,100,1.58,2.0,-650,0
17,1,1.19,1.0,200,0
17,2,0.403,1.0,200,0
17,3,0.283,2.0,100,0
17,4,1.0,3.0,-200,0
17,5,0.3,1.0,200,0
17,6,0.273,4.0,-100,0
17,7,0.25,2.0,100,0
17,8,0.289,3.0,-200,0
17,9,0.444,1.0,200,0
17,10,0.333,1.0,-1050,0
17,11,1.54,1.0,200,0
17,12,0.315,1.0,200,0
17,13,0.33,1.0,200,0
17,14,0.453,2.0,100,0
17,15,0.352,3.0,-200,0
17,16,0.274,1.0,200,0
17,17,0.301,1.0,-1050,0
17,18,0.762,1.0,200,0
17,19,0.326,1.0,200,0
17,20,0.499,1.0,200,0
17,21,0.302,1.0,200,0
17,22,0.592,1.0,-1050,0
17,23,0.232,2.0,100,0
17,24,0.436,2.0,-650,0
17,25,0.313,3.0,-200,0
17,26,0.367,2.0,100,0
17,27,0.4,1.0,200,0
17,28,0.765,1.0,200,0
17,29,0.37,1.0,200,0
17,30,0.422,1.0,200,0
17,31,0.356,1.0,-1050,0
17,32,0.364,1.0,200,0
17,33,0.287,1.0,200,0
17,34,0.43,1.0,200,0
17,35,0.427,1.0,200,0
17,36,1.28,1.0,-1050,0
17,37,0.388,2.0,100,0
17,38,0.506,2.0,100,0
17,39,1.53,2.0,100,0
17,40,0.515,2.0,-650,0
17,41,0.517,2.0,100,0
17,42,0.475,1.0,200,0
17,43,0.691,1.0,200,0
17,44,0.529,1.0,200,0
17,45,0.744,1.0,200,0
17,46,0.459,1.0,-1050,0
17,47,0.703,2.0,100,0
17,48,0.671,1.0,200,0
17,49,0.383,2.0,100,0
17,50,0.385,1.0,200,0
17,51,0.618,3.0,-200,0
17,52,0.447,1.0,200,0
17,53,0.505,1.0,200,0
17,54,0.416,1.0,200,0
17,55,1.0,1.0,200,0
17,56,1.9,2.0,100,0
17,57,0.859,2.0,100,0
17,58,0.381,1.0,-1050,0
17,59,0.355,1.0,200,0
17,60,0.309,1.0,200,0
17,61,1.88,1.0,200,0
17,62,0.729,1.0,200,0
17,63,0.288,4.0,-100,0
17,64,0.888,1.0,-1050,0
17,65,0.789,1.0,200,0
17,66,0.8,1.0,200,0
17,67,0.581,1.0,200,0
17,68,1.27,1.0,200,0
17,69,0.398,1.0,-1050,0
17,70,0.518,1.0,200,0
17,71,0.358,1.0,200,0
17,72,0.364,1.0,200,0
17,73,1.45,1.0,200,0
17,74,0.356,1.0,-1050,0
17,75,0.434,1.0,200,0
17,76,0.344,1.0,200,0
17,77,0.368,1.0,200,0
17,78,0.427,1.0,200,0
17,79,0.295,2.0,100,0
17,80,0.67,2.0,100,0
17,81,0.512,2.0,-650,0
17,82,0.0504,1.0,-1050,0
17,83,0.35,1.0,200,0
17,84,0.472,1.0,200,0
17,85,2.0,,0,1
17,86,0.732,1.0,200,0
17,87,0.41,2.0,100,0
17,88,0.776,2.0,100,0
17,89,0.369,1.0,200,0
17,90,0.341,1.0,-1050,0
17,91,0.468,1.0,200,0
17,92,0.633,1.0,200,0
17,93,0.394,1.0,200,0
17,94,0.97,2.0,100,0
17,95,0.879,2.0,100,0
17,96,0.391,2.0,-650,0
17,97,0.27,2.0,100,0
17,98,0.418,1.0,200,0
17,99,0.49,2.0,100,0
17,100,0.911,1.0,-1050,0
18,1,1.3,1.0,200,0
18,2,0.573,3.0,-200,0
18,3,0.607,4.0,-100,0
